order_id,cst_id,order_date,warehouse_id,payment_method,order_status
ORD1014323,CUST100859,10/25/2024,WH001,GCash,Completed
ORD1014324,CUST102388,12/30/2024,WH007,Debit Card,Completed
ORD1014325,CUST102119,05/27/2025,WH002,gcash,Completed
ORD1014326,CUST103157,08/14/2024,WH003,GCash,Completed
ORD1014327,CUST102610,08/26/2025,WH006,Debit Card,Pending
ORD1014328,CUST101954,07/21/2025,WH001,Debit Card,Completed
ORD1014329,CUST100876,01/06/2025,WH002,Cash,Pending
ORD1014330,CUST100725,10/14/2025,WH002,,Returned
ORD1014331,CUST101311,09/11/2024,WH001,Credit Card,Returned
ORD1014332,CUST103076,12/21/2024,WH005,GCash,Completed
ORD1014333,CUST103147,03/12/2025,WH006,GCash,Completed
ORD1014334,CUST103368,05/19/2024,WH006,,Completed
ORD1014335,CUST103434,02/29/2024,WH006,GCash,Completed
ORD1014336,CUST101700,12/29/2025,WH004,Bank Transfer,Completed
ORD1014337,CUST102105,02/05/2024,WH004,GCash,Completed
ORD1014338,CUST100296,02/04/2024,WH007,Bank Transfer,Completed
ORD1014339,CUST100559,03/15/2024,WH001,Debit Card,Completed
ORD1014340,CUST100886,02/05/2025,WH003,gcash,Returned
ORD1014341,CUST100594,07/14/2024,WH003,,Completed
ORD1014342,CUST102633,06/09/2024,WH008,gcash,Completed
ORD1014343,CUST102954,09/20/2025,WH002,Debit Card,Completed
ORD1014344,CUST100001,11/15/2025,WH006,Debit Card,Cancelled
ORD1014345,CUST102393,10/01/2025,WH003,GCash,Completed
ORD1014346,CUST101032,08/25/2024,WH006,Cash,Completed
ORD1014347,CUST101732,03/03/2024,WH004,Credit Card,Completed
ORD1014348,CUST101292,11/30/2025,WH005,GCash,Cancelled
ORD1014349,CUST100531,02/02/2025,WH002,Credit Card,Completed
ORD1014350,CUST102760,12/11/2025,WH008,Bank Transfer,Completed
ORD1014351,CUST101078,05/02/2024,WH001,Debit Card,Completed
ORD1014352,CUST101530,11/19/2025,WH002,Cash,Completed
ORD1014353,CUST102067,08/14/2024,WH004,GCash,Completed
ORD1014354,CUST101840,08/01/2025,WH004,GCash,Completed
ORD1014355,CUST100647,03/21/2024,WH004,Credit Card,Completed
ORD1014356,CUST102351,06/25/2025,WH003,Credit Card,Completed
ORD1014357,CUST100559,12/11/2024,WH002,GCash,Completed
ORD1014358,CUST102748,11/26/2025,WH003,GCash,Completed
ORD1014359,CUST102270,04/17/2024,WH004,Bank Transfer,Completed
ORD1014360,CUST101184,06/12/2024,WH007,Credit Card,Completed
ORD1014361,CUST101239,04/09/2025,WH002,Bank Transfer,Completed
ORD1014362,CUST100602,08/14/2025,WH005,gcash,Completed
ORD1014363,CUST101552,10/10/2025,WH004,Cash,Completed
ORD1014364,CUST100637,03/23/2024,WH001,gcash,Completed
ORD1014365,CUST101776,01/06/2024,WH004,GCash,Returned
ORD1014366,CUST100561,09/21/2024,WH008,GCash,Completed
ORD1014367,CUST103109,03/12/2024,WH002,GCash,Completed
ORD1014368,CUST100401,10/20/2024,WH002,Credit Card,Cancelled
ORD1014369,CUST102518,12/14/2024,WH008,,Pending
ORD1014370,CUST101544,12/27/2025,WH006,Credit Card,Completed
ORD1014371,CUST101188,01/25/2024,WH004,,Completed
ORD1014372,CUST100641,08/22/2024,WH006,Credit Card,Completed
ORD1014373,CUST102231,09/04/2024,WH005,Credit Card,Completed
ORD1014374,CUST102739,02/08/2025,WH007,,Completed
ORD1014375,CUST102267,08/21/2024,WH004,gcash,Completed
ORD1014376,CUST100001,04/07/2025,WH006,Credit Card,Completed
ORD1014377,CUST102913,09/11/2025,WH002,GCash,Completed
ORD1014378,CUST103338,05/09/2025,WH004,Debit Card,Cancelled
ORD1014379,CUST102470,04/27/2025,WH002,Bank Transfer,Completed
ORD1014380,CUST100047,03/28/2024,WH002,GCash,Cancelled
ORD1014381,CUST101768,10/09/2025,WH007,Cash,Cancelled
ORD1014382,CUST101139,02/12/2025,WH005,gcash,Completed
ORD1014383,CUST102286,04/30/2024,WH001,Bank Transfer,Cancelled
ORD1014384,CUST102640,04/08/2025,WH001,Bank Transfer,Completed
ORD1014385,CUST103106,12/21/2024,WH008,Credit Card,Completed
ORD1014386,CUST103053,10/21/2025,WH005,Debit Card,Completed
ORD1014387,CUST103378,04/17/2025,WH003,Cash,Pending
ORD1014388,CUST100306,11/29/2025,WH002,GCash,Completed
ORD1014389,CUST100413,12/12/2025,WH002,Debit Card,Completed
ORD1014390,CUST102804,06/20/2024,WH006,,Returned
ORD1014391,CUST102507,08/01/2024,WH001,Credit Card,Completed
ORD1014392,CUST102631,06/02/2024,WH004,Cash,Completed
ORD1014393,CUST100823,06/17/2024,WH007,Bank Transfer,Pending
ORD1014394,CUST101610,05/14/2025,WH007,GCash,Cancelled
ORD1014395,CUST102250,11/23/2025,WH004,gcash,Completed
ORD1014396,CUST102195,12/23/2024,WH005,Credit Card,Completed
ORD1014397,CUST103006,08/13/2025,WH006,,Returned
ORD1014398,CUST101286,06/26/2025,WH004,Cash,Returned
ORD1014399,CUST102929,07/09/2024,WH006,Debit Card,Completed
ORD1014400,CUST101092,09/11/2025,WH006,Credit Card,Completed
ORD1014401,CUST102661,12/15/2024,WH003,Bank Transfer,Completed
ORD1014402,CUST100116,01/08/2024,WH002,Credit Card,Completed
ORD1014403,CUST100719,06/06/2025,WH003,GCash,Completed
ORD1014404,CUST100024,10/03/2025,WH008,GCash,Completed
ORD1014405,CUST100757,06/28/2024,WH001,Credit Card,Completed
ORD1014406,CUST101842,07/12/2024,WH001,Bank Transfer,Completed
ORD1014407,CUST103049,06/18/2025,WH006,Credit Card,Pending
ORD1014408,CUST100041,12/08/2025,WH003,,Completed
ORD1014409,CUST102048,07/08/2024,WH007,gcash,Completed
ORD1014410,CUST100430,11/10/2024,WH001,,Completed
ORD1014411,CUST100609,05/10/2025,WH007,Cash,Completed
ORD1014412,CUST100338,09/14/2025,WH005,,Pending
ORD1014413,CUST102059,01/25/2024,WH001,,Returned
ORD1014414,CUST102216,05/25/2024,WH004,GCash,Completed
ORD1014415,CUST100969,10/14/2025,WH001,,Completed
ORD1014416,CUST102342,01/18/2025,WH001,Debit Card,Completed
ORD1014417,CUST101402,07/07/2025,WH001,GCash,Completed
ORD1014418,CUST102641,02/16/2024,WH006,GCash,Completed
ORD1014419,CUST101834,03/07/2024,WH004,gcash,Completed
ORD1014420,CUST103407,06/20/2025,WH008,,Completed
ORD1014421,CUST102335,10/01/2024,WH006,Credit Card,Cancelled
ORD1014422,CUST103430,11/18/2025,WH001,gcash,Completed
ORD1014423,CUST103187,11/10/2024,WH008,GCash,Completed
ORD1014424,CUST100727,09/07/2025,WH002,Bank Transfer,Completed
ORD1014425,CUST101212,01/31/2025,WH003,GCash,Returned
ORD1014426,CUST101232,05/11/2025,WH003,Cash,Completed
ORD1014427,CUST102138,04/22/2025,WH004,Bank Transfer,Pending
ORD1014428,CUST101966,03/27/2024,WH006,,Completed
ORD1014429,CUST101651,08/02/2025,WH002,,Completed
ORD1014430,CUST100155,12/19/2025,WH004,GCash,Completed
ORD1014431,CUST101568,10/09/2024,WH007,Debit Card,Completed
ORD1014432,CUST100674,09/08/2024,WH007,gcash,Completed
ORD1014433,CUST103323,03/11/2025,WH003,Bank Transfer,Completed
ORD1014434,CUST102988,04/06/2025,WH004,Bank Transfer,Completed
ORD1014435,CUST100637,10/06/2024,WH006,GCash,Completed
ORD1014436,CUST101429,07/18/2024,WH001,Cash,Pending
ORD1014437,CUST102223,12/10/2025,WH007,Credit Card,Completed
ORD1014438,CUST101697,08/26/2025,WH002,Cash,Pending
ORD1014439,CUST100599,02/21/2025,WH004,GCash,Completed
ORD1014440,CUST102578,10/03/2024,WH003,,Completed
ORD1014441,CUST103175,09/14/2024,WH001,gcash,Completed
ORD1014442,CUST102831,10/12/2024,WH006,Credit Card,Completed
ORD1014443,CUST101242,03/08/2025,WH003,Cash,Completed
ORD1014444,CUST103028,01/04/2024,WH006,Cash,Completed
ORD1014445,CUST103090,04/24/2025,WH003,Debit Card,Completed
ORD1014446,CUST103133,02/23/2025,WH006,,Cancelled
ORD1014447,CUST102889,04/15/2024,WH008,Cash,Completed
ORD1014448,CUST101031,07/02/2024,WH001,Debit Card,Completed
ORD1014449,CUST101755,07/21/2024,WH001,Debit Card,Completed
ORD1014450,CUST102272,11/03/2025,WH003,Bank Transfer,Completed
ORD1014451,CUST102848,11/13/2025,WH007,gcash,Cancelled
ORD1014452,CUST100390,07/25/2025,WH006,,Completed
ORD1014453,CUST100234,05/12/2025,WH008,Bank Transfer,Completed
ORD1014454,CUST103392,11/26/2025,WH006,Credit Card,Pending
ORD1014455,CUST102437,06/20/2025,WH007,gcash,Completed
ORD1014456,CUST100937,10/11/2024,WH005,Cash,Returned
ORD1014457,CUST103487,09/18/2024,WH002,gcash,Completed
ORD1014458,CUST101367,04/28/2025,WH004,Cash,Completed
ORD1014459,CUST102212,10/25/2024,WH006,gcash,Returned
ORD1014460,CUST103258,11/25/2024,WH001,Credit Card,Completed
ORD1014461,CUST102992,12/10/2025,WH004,gcash,Completed
ORD1014462,CUST102206,10/25/2025,WH005,Credit Card,Completed
ORD1014463,CUST101931,03/18/2025,WH004,Credit Card,Completed
ORD1014464,CUST101010,08/24/2024,WH003,,Completed
ORD1014465,CUST100620,11/18/2024,WH004,gcash,Completed
ORD1014466,CUST100302,08/27/2024,WH003,,Completed
ORD1014467,CUST100058,11/01/2024,WH006,Bank Transfer,Completed
ORD1014468,CUST101711,09/24/2024,WH005,GCash,Completed
ORD1014469,CUST101224,11/20/2024,WH008,Debit Card,Completed
ORD1014470,CUST102068,12/29/2024,WH004,Debit Card,Completed
ORD1014471,CUST101789,04/14/2025,WH006,GCash,Pending
ORD1014472,CUST102340,10/10/2025,WH004,Debit Card,Completed
ORD1014473,CUST100679,01/20/2025,WH006,Cash,Completed
ORD1014474,CUST100577,05/31/2024,WH004,Bank Transfer,Pending
ORD1014475,CUST100444,05/15/2024,WH007,Credit Card,Completed
ORD1014476,CUST102471,04/20/2025,WH007,Credit Card,Completed
ORD1014477,CUST103187,12/29/2025,WH002,Credit Card,Completed
ORD1014478,CUST101270,08/11/2024,WH004,Credit Card,Completed
ORD1014479,CUST100505,03/05/2024,WH007,gcash,Cancelled
ORD1014480,CUST103305,03/01/2024,WH005,Credit Card,Completed
ORD1014481,CUST100805,07/19/2024,WH006,Cash,Cancelled
ORD1014482,CUST102288,11/27/2025,WH001,gcash,Completed
ORD1014483,CUST103087,07/23/2025,WH008,GCash,Completed
ORD1014484,CUST103214,07/27/2025,WH005,gcash,Completed
ORD1014485,CUST100785,08/30/2024,WH001,Credit Card,Completed
ORD1014486,CUST100106,11/25/2025,WH001,,Completed
ORD1014487,CUST101475,10/24/2024,WH002,Cash,Completed
ORD1014488,CUST103162,10/19/2024,WH007,Cash,Completed
ORD1014489,CUST101655,11/15/2025,WH006,Debit Card,Completed
ORD1014490,CUST103073,07/06/2025,WH001,Debit Card,Completed
ORD1014491,CUST102919,07/29/2024,WH003,,Completed
ORD1014492,CUST101788,04/20/2025,WH006,Debit Card,Completed
ORD1014493,CUST103043,09/12/2024,WH002,gcash,Returned
ORD1014494,CUST103418,03/27/2025,WH005,Cash,Returned
ORD1014495,CUST102379,04/10/2024,WH007,gcash,Completed
ORD1014496,CUST102623,01/30/2024,WH006,Bank Transfer,Pending
ORD1014497,CUST101563,12/04/2025,WH008,Bank Transfer,Completed
ORD1014498,CUST103483,02/22/2024,WH002,Debit Card,Completed
ORD1014499,CUST101241,10/19/2024,WH005,GCash,Completed
ORD1014500,CUST102648,05/22/2024,WH005,gcash,Cancelled
ORD1014501,CUST103298,01/11/2024,WH004,GCash,Completed
ORD1014502,CUST103204,07/01/2025,WH007,GCash,Returned
ORD1014503,CUST103089,07/25/2024,WH003,,Completed
ORD1014504,CUST100691,08/05/2025,WH002,Debit Card,Completed
ORD1014505,CUST103431,02/05/2025,WH001,,Completed
ORD1014506,CUST100690,04/17/2025,WH001,Cash,Completed
ORD1014507,CUST100826,05/03/2025,WH001,GCash,Cancelled
ORD1014508,CUST101778,05/20/2024,WH007,,Completed
ORD1014509,CUST100504,11/28/2024,WH005,Credit Card,Completed
ORD1014510,CUST102553,07/21/2025,WH006,Cash,Completed
ORD1014511,CUST103249,06/19/2024,WH002,gcash,Completed
ORD1014512,CUST100928,03/23/2024,WH002,gcash,Completed
ORD1014513,CUST101146,10/29/2024,WH007,GCash,Completed
ORD1014514,CUST101460,10/14/2025,WH003,,Completed
ORD1014515,CUST100305,08/22/2024,WH007,Debit Card,Returned
ORD1014516,CUST100604,10/07/2024,WH004,Debit Card,Completed
ORD1014517,CUST103324,04/02/2024,WH002,Debit Card,Completed
ORD1014518,CUST103240,06/14/2025,WH001,GCash,Completed
ORD1014519,CUST101759,09/03/2024,WH001,gcash,Completed
ORD1014520,CUST102606,05/03/2024,WH004,Bank Transfer,Returned
ORD1014521,CUST100171,03/15/2024,WH003,Debit Card,Completed
ORD1014522,CUST100135,08/17/2024,WH001,Credit Card,Completed
ORD1014523,CUST103099,05/28/2024,WH002,gcash,Completed
ORD1014524,CUST100079,12/27/2024,WH008,Credit Card,Completed
ORD1014525,CUST102475,11/07/2024,WH005,Credit Card,Completed
ORD1014526,CUST103479,12/28/2024,WH008,Cash,Completed
ORD1014527,CUST102776,09/24/2024,WH005,Credit Card,Cancelled
ORD1014528,CUST101387,03/11/2024,WH005,Cash,Completed
ORD1014529,CUST101878,07/21/2025,WH004,gcash,Completed
ORD1014530,CUST102108,02/04/2025,WH004,Credit Card,Completed
ORD1014531,CUST101556,05/14/2024,WH003,Cash,Completed
ORD1014532,CUST103318,02/24/2024,WH008,gcash,Completed
ORD1014533,CUST100155,11/16/2025,WH001,,Completed
ORD1014534,CUST103346,11/05/2025,WH006,Cash,Completed
ORD1014535,CUST103008,05/17/2024,WH008,Credit Card,Completed
ORD1014536,CUST100336,11/03/2024,WH002,Bank Transfer,Completed
ORD1014537,CUST101986,03/01/2025,WH008,Bank Transfer,Completed
ORD1014538,CUST102225,11/16/2024,WH002,Debit Card,Returned
ORD1014539,CUST103447,09/02/2025,WH008,GCash,Completed
ORD1014540,CUST103475,02/25/2025,WH006,GCash,Completed
ORD1014541,CUST101647,07/12/2024,WH004,GCash,Completed
ORD1014542,CUST100629,07/24/2025,WH008,Debit Card,Completed
ORD1014543,CUST102820,09/30/2025,WH002,Bank Transfer,Completed
ORD1014544,CUST102320,02/20/2024,WH003,gcash,Completed
ORD1014545,CUST101798,09/13/2025,WH005,GCash,Completed
ORD1014546,CUST102710,05/28/2025,WH001,Bank Transfer,Pending
ORD1014547,CUST100290,11/01/2025,WH002,Credit Card,Completed
ORD1014548,CUST100265,10/26/2025,WH007,Cash,Completed
ORD1014549,CUST101684,02/06/2024,WH002,Debit Card,Completed
ORD1014550,CUST101355,11/16/2024,WH002,,Cancelled
ORD1014551,CUST100550,02/22/2024,WH008,Bank Transfer,Completed
ORD1014552,CUST100719,01/10/2024,WH001,gcash,Completed
ORD1014553,CUST101703,10/31/2025,WH006,GCash,Completed
ORD1014554,CUST100199,06/29/2024,WH006,gcash,Completed
ORD1014555,CUST102490,02/14/2024,WH001,,Completed
ORD1014556,CUST100348,11/17/2025,WH005,GCash,Completed
ORD1014557,CUST102335,10/24/2024,WH004,Debit Card,Completed
ORD1014558,CUST101197,03/27/2024,WH004,Cash,Cancelled
ORD1014559,CUST100551,07/05/2024,WH003,Cash,Completed
ORD1014560,CUST102028,01/10/2024,WH001,GCash,Completed
ORD1014561,CUST102210,05/09/2025,WH005,gcash,Completed
ORD1014562,CUST103338,11/14/2025,WH001,Credit Card,Completed
ORD1014563,CUST101528,10/12/2024,WH004,Credit Card,Completed
ORD1014564,CUST103275,09/22/2025,WH004,GCash,Cancelled
ORD1014565,CUST101664,09/07/2024,WH005,Credit Card,Completed
ORD1014566,CUST103054,12/02/2024,WH005,,Completed
ORD1014567,CUST100986,06/05/2024,WH007,,Completed
ORD1014568,CUST102701,01/04/2024,WH008,GCash,Completed
ORD1014569,CUST100769,04/29/2024,WH005,Bank Transfer,Completed
ORD1014570,CUST100143,03/02/2025,WH005,Credit Card,Returned
ORD1014571,CUST100456,03/13/2024,WH005,Cash,Completed
ORD1014572,CUST101420,08/19/2025,WH004,GCash,Completed
ORD1014573,CUST100457,10/31/2025,WH005,Bank Transfer,Completed
ORD1014574,CUST102728,07/27/2024,WH002,Debit Card,Completed
ORD1014575,CUST100313,07/16/2024,WH001,Credit Card,Completed
ORD1014576,CUST103387,05/06/2024,WH002,,Completed
ORD1014577,CUST101226,10/26/2024,WH002,GCash,Completed
ORD1014578,CUST101618,10/22/2025,WH005,Debit Card,Returned
ORD1014579,CUST102606,10/11/2024,WH001,Credit Card,Completed
ORD1014580,CUST102455,07/14/2025,WH003,Bank Transfer,Completed
ORD1014581,CUST102932,08/22/2024,WH001,Credit Card,Completed
ORD1014582,CUST103484,11/23/2024,WH002,GCash,Completed
ORD1014583,CUST101067,12/26/2024,WH006,Cash,Completed
ORD1014584,CUST102181,10/22/2025,WH004,Credit Card,Completed
ORD1014585,CUST102346,12/30/2024,WH007,,Completed
ORD1014586,CUST102726,03/19/2025,WH006,gcash,Completed
ORD1014587,CUST101009,09/15/2025,WH002,Credit Card,Completed
ORD1014588,CUST103383,11/20/2025,WH001,Cash,Completed
ORD1014589,CUST100838,10/15/2025,WH008,Debit Card,Completed
ORD1014590,CUST102486,03/16/2024,WH002,Bank Transfer,Completed
ORD1014591,CUST103098,03/22/2024,WH006,gcash,Completed
ORD1014592,CUST100462,11/14/2024,WH005,,Completed
ORD1014593,CUST101882,09/13/2024,WH007,Bank Transfer,Completed
ORD1014594,CUST103427,05/10/2025,WH005,GCash,Completed
ORD1014595,CUST100519,11/11/2024,WH001,,Completed
ORD1014596,CUST102814,10/24/2024,WH002,Credit Card,Cancelled
ORD1014597,CUST102935,03/06/2024,WH007,Credit Card,Completed
ORD1014598,CUST100927,09/12/2024,WH005,Credit Card,Completed
ORD1014599,CUST102475,02/21/2025,WH007,gcash,Completed
ORD1014600,CUST103456,05/22/2025,WH006,Bank Transfer,Completed
ORD1014601,CUST101356,05/03/2024,WH008,gcash,Completed
ORD1014602,CUST100279,03/18/2025,WH001,Credit Card,Completed
ORD1014603,CUST100910,02/22/2025,WH001,Bank Transfer,Completed
ORD1014604,CUST103290,07/25/2024,WH006,GCash,Completed
ORD1014605,CUST103220,10/11/2025,WH001,,Completed
ORD1014606,CUST102944,11/20/2024,WH001,,Completed
ORD1014607,CUST102035,07/11/2024,WH006,Cash,Pending
ORD1014608,CUST100963,05/31/2025,WH007,Bank Transfer,Completed
ORD1014609,CUST102161,05/17/2024,WH007,Cash,Completed
ORD1014610,CUST103012,04/02/2025,WH002,Cash,Completed
ORD1014611,CUST102875,05/12/2025,WH006,Credit Card,Completed
ORD1014612,CUST100212,11/26/2024,WH002,gcash,Completed
ORD1014613,CUST102490,05/28/2024,WH008,,Completed
ORD1014614,CUST103333,07/08/2024,WH006,Cash,Completed
ORD1014615,CUST100439,06/10/2024,WH007,,Completed
ORD1014616,CUST102117,03/24/2024,WH006,Debit Card,Completed
ORD1014617,CUST102174,12/29/2025,WH008,Credit Card,Completed
ORD1014618,CUST101824,09/05/2025,WH003,Debit Card,Cancelled
ORD1014619,CUST102632,01/15/2025,WH007,Cash,Completed
ORD1014620,CUST103469,08/21/2025,WH008,GCash,Completed
ORD1014621,CUST102278,04/24/2025,WH002,gcash,Completed
ORD1014622,CUST100093,03/23/2025,WH004,gcash,Completed
ORD1014623,CUST101814,06/07/2025,WH006,gcash,Completed
ORD1014624,CUST101794,02/21/2025,WH004,,Completed
ORD1014625,CUST100950,02/13/2025,WH006,GCash,Completed
ORD1014626,CUST102574,04/09/2024,WH002,Credit Card,Completed
ORD1014627,CUST102001,03/21/2025,WH001,Credit Card,Returned
ORD1014628,CUST100393,11/22/2024,WH001,gcash,Completed
ORD1014629,CUST102719,06/28/2024,WH002,gcash,Completed
ORD1014630,CUST100053,12/19/2024,WH007,Credit Card,Completed
ORD1014631,CUST103041,08/31/2025,WH006,gcash,Completed
ORD1014632,CUST102154,12/02/2024,WH003,Debit Card,Completed
ORD1014633,CUST103484,12/13/2024,WH006,Cash,Completed
ORD1014634,CUST101184,06/25/2024,WH004,Bank Transfer,Completed
ORD1014635,CUST100782,08/11/2025,WH002,Debit Card,Returned
ORD1014636,CUST101687,03/31/2024,WH007,Cash,Completed
ORD1014637,CUST102828,09/03/2025,WH001,,Completed
ORD1014638,CUST102179,11/10/2025,WH001,Cash,Completed
ORD1014639,CUST101559,05/09/2024,WH003,Credit Card,Completed
ORD1014640,CUST101352,02/10/2025,WH005,Debit Card,Completed
ORD1014641,CUST102761,03/03/2025,WH003,GCash,Completed
ORD1014642,CUST100751,09/21/2025,WH003,GCash,Pending
ORD1014643,CUST100118,08/26/2024,WH005,Debit Card,Completed
ORD1014644,CUST100836,05/05/2025,WH007,Debit Card,Completed
ORD1014645,CUST100733,03/13/2024,WH003,Bank Transfer,Completed
ORD1014646,CUST100656,08/21/2025,WH004,gcash,Completed
ORD1014647,CUST101082,07/07/2025,WH001,GCash,Completed
ORD1014648,CUST102506,06/06/2024,WH008,Bank Transfer,Completed
ORD1014649,CUST100867,04/01/2024,WH007,GCash,Completed
ORD1014650,CUST100471,03/18/2024,WH003,gcash,Completed
ORD1014651,CUST101396,08/28/2025,WH007,gcash,Completed
ORD1014652,CUST103403,03/24/2025,WH001,Bank Transfer,Completed
ORD1014653,CUST103285,09/27/2024,WH001,Debit Card,Completed
ORD1014654,CUST100017,02/05/2025,WH005,GCash,Completed
ORD1014655,CUST100044,02/11/2025,WH005,Credit Card,Completed
ORD1014656,CUST101063,03/11/2024,WH002,GCash,Completed
ORD1014657,CUST100508,11/16/2024,WH005,Cash,Completed
ORD1014658,CUST102810,03/22/2025,WH002,Cash,Completed
ORD1014659,CUST100524,03/19/2025,WH004,Debit Card,Completed
ORD1014660,CUST100316,05/12/2024,WH004,,Completed
ORD1014661,CUST100791,11/08/2025,WH002,gcash,Cancelled
ORD1014662,CUST102058,03/19/2024,WH003,gcash,Completed
ORD1014663,CUST100581,09/21/2025,WH005,Bank Transfer,Pending
ORD1014664,CUST101018,12/20/2025,WH005,Credit Card,Completed
ORD1014665,CUST101760,07/02/2025,WH008,,Completed
ORD1014666,CUST103379,02/09/2025,WH006,gcash,Completed
ORD1014667,CUST103030,05/20/2024,WH007,Debit Card,Completed
ORD1014668,CUST100767,08/28/2024,WH008,GCash,Completed
ORD1014669,CUST101016,02/04/2025,WH004,Debit Card,Completed
ORD1014670,CUST100249,03/12/2024,WH003,Debit Card,Completed
ORD1014671,CUST101035,05/31/2025,WH005,,Completed
ORD1014672,CUST102149,10/31/2025,WH005,gcash,Completed
ORD1014673, CUST101813 ,06/25/2025,WH006,GCash,Completed
ORD1014674,CUST101317,11/19/2025,WH007,Credit Card,Completed
ORD1014675,CUST100067,12/12/2024,WH005,Bank Transfer,Completed
ORD1014676,CUST103164,07/06/2024,WH005,,Returned
ORD1014677,CUST101367,01/13/2024,WH007,Bank Transfer,Completed
ORD1014678,CUST103203,11/13/2024,WH003,GCash,Completed
ORD1014679,CUST102573,03/25/2024,WH002,,Completed
ORD1014680,CUST102783,04/16/2025,WH001,gcash,Completed
ORD1014681,CUST101476,08/08/2025,WH002,Debit Card,Completed
ORD1014682,CUST100451,03/22/2024,WH002,Cash,Cancelled
ORD1014683,CUST100786,01/12/2025,WH004,gcash,Completed
ORD1014684,CUST102304,01/26/2025,WH001,,Completed
ORD1014685,CUST102048,08/15/2024,WH007,,Cancelled
ORD1014686,CUST100323,06/08/2024,WH005,gcash,Returned
ORD1014687,CUST103016,06/04/2025,WH003,Debit Card,Completed
ORD1014688,CUST100089,06/13/2024,WH005,Cash,Completed
ORD1014689,CUST101649,01/24/2024,WH001,gcash,Pending
ORD1014690,CUST100691,03/16/2025,WH003,Debit Card,Returned
ORD1014691,CUST100607,02/19/2024,WH004,Debit Card,Completed
ORD1014692,CUST101731,08/14/2024,WH008,Credit Card,Completed
ORD1014693,CUST101145,03/04/2024,WH006,Cash,Completed
ORD1014694,CUST101579,02/05/2025,WH005,GCash,Completed
ORD1014695,CUST103309,2024/99/99,WH008,Debit Card,Completed
ORD1014696,CUST102717,07/10/2024,WH008,Debit Card,Completed
ORD1014697,CUST101140,10/18/2024,WH005,Cash,Completed
ORD1014698,CUST101832,12/22/2024,WH003,Bank Transfer,Completed
ORD1014699,CUST101312,06/08/2025,WH003,gcash,Completed
ORD1014700,CUST100925,11/11/2025,WH005,GCash,Completed
ORD1014701,CUST101598,03/16/2025,WH007,Cash,Completed
ORD1014702,CUST100489,12/19/2024,WH003,GCash,Completed
ORD1014703,CUST100825,03/02/2025,WH007,Debit Card,Completed
ORD1014704,CUST101994,12/31/2024,WH008,Credit Card,Completed
ORD1014705,CUST102578,01/05/2024,WH005,,Completed
ORD1014706,CUST102362,12/25/2024,WH003,,Pending
ORD1014707,CUST103453,06/27/2025,WH003,,Completed
ORD1014708,CUST100746,09/17/2025,WH002,Debit Card,Completed
ORD1014709,CUST100423,03/08/2024,WH003,Credit Card,Completed
ORD1014710,CUST102212,05/12/2025,WH006,Cash,Completed
ORD1014711,CUST101985,03/21/2024,WH001,GCash,Completed
ORD1014712,CUST103011,01/23/2024,WH003,Debit Card,Completed
ORD1014713,CUST100445,02/03/2024,WH007,,Completed
ORD1014714,CUST100848,03/27/2024,WH007,Credit Card,Completed
ORD1014715,CUST101442,03/02/2024,WH001,,Completed
ORD1014716,CUST102869,02/25/2025,WH001,Debit Card,Completed
ORD1014717,CUST100690,11/02/2025,WH002,,Returned
ORD1014718,CUST103327,07/08/2025,WH001,Bank Transfer,Completed
ORD1014719,CUST100388,06/17/2025,WH005,gcash,Cancelled
ORD1014720,CUST103278,03/26/2024,WH001,Debit Card,Completed
ORD1014721,CUST102358,11/15/2025,WH002,Bank Transfer,Completed
ORD1014722,CUST100495,01/02/2025,WH003,GCash,Cancelled
ORD1014723,CUST103463,01/23/2024,WH008,,Completed
ORD1014724,CUST100172,04/14/2025,WH007,Bank Transfer,Completed
ORD1014725,CUST101365,05/29/2025,WH006,GCash,Returned
ORD1014726,CUST102544,10/19/2024,WH008,GCash,Completed
ORD1014727,CUST101204,06/06/2025,WH008,Cash,Completed
ORD1014728,CUST101338,05/21/2025,WH008,Bank Transfer,Completed
ORD1014729,CUST101002,02/28/2025,WH008,Bank Transfer,Completed
ORD1014730,CUST100623,09/07/2024,WH008,GCash,Completed
ORD1014731,CUST102041,12/30/2025,WH002,GCash,Completed
ORD1014732,CUST101565,03/30/2025,WH003,Debit Card,Cancelled
ORD1014733,CUST102839,12/03/2024,WH004,GCash,Completed
ORD1014734,CUST101900,07/12/2025,WH005,GCash,Returned
ORD1014735,CUST101798,06/26/2024,WH004,Bank Transfer,Completed
ORD1014736,CUST100567,11/28/2025,WH003,,Completed
ORD1014737,CUST100882,06/21/2025,WH004,Debit Card,Cancelled
ORD1014738,CUST100133,04/11/2025,WH006,Cash,Completed
ORD1014739,CUST103410,07/13/2024,WH006,GCash,Cancelled
ORD1014740,CUST102737,09/13/2024,WH008,,Completed
ORD1014741,CUST100947,11/24/2025,WH007,Credit Card,Cancelled
ORD1014742,CUST101597,06/10/2025,WH002,gcash,Cancelled
ORD1014743,CUST101968,03/22/2024,WH002,Cash,Completed
ORD1014744,CUST100856,08/10/2025,WH004,,Completed
ORD1014745,CUST100449,03/27/2024,WH007,Cash,Completed
ORD1014746,CUST103344,10/29/2024,WH004,Credit Card,Pending
ORD1014747,CUST101250,10/31/2024,WH002,Credit Card,Completed
